Package order number S000 with 9 units arrived at time 0
Package order number S001 with 17 units arrived at time 5
Package order number S002 with 2 units arrived at time 6
Package order number S003 with 11 units arrived at time 14
Package order number S004 with 1 units arrived at time 19
Package order number S005 with 1 units arrived at time 28
Package order number S006 with 9 units arrived at time 32
Package order number S007 with 16 units arrived at time 42
Package order number S008 with 14 units arrived at time 43
Package order number S009 with 13 units arrived at time 50
Package order number S010 with 16 units arrived at time 51
Package order number S011 with 6 units arrived at time 58
Package order number S012 with 6 units arrived at time 63
Package order number S013 with 18 units arrived at time 68
Package order number S014 with 14 units arrived at time 76
Package order number S015 with 5 units arrived at time 79
Package order number S016 with 12 units arrived at time 85
Package order number S017 with 1 units arrived at time 87
Package order number S018 with 16 units arrived at time 92
Package order number S019 with 9 units arrived at time 102
Package order number S020 with 15 units arrived at time 103
Package order number S021 with 11 units arrived at time 104
Package order number S022 with 2 units arrived at time 110
Package order number S023 with 20 units arrived at time 114
Package order number S024 with 8 units arrived at time 124
Package order number S025 with 20 units arrived at time 132
Package order number S026 with 13 units arrived at time 133
Package order number S027 with 9 units arrived at time 138
Package order number S028 with 1 units arrived at time 141
Package order number S029 with 18 units arrived at time 151
Package order number S030 with 16 units arrived at time 157
Package order number S031 with 7 units arrived at time 160
Package order number S032 with 13 units arrived at time 165
Package order number S033 with 9 units arrived at time 174
Package order number S034 with 5 units arrived at time 176
Package order number S035 with 9 units arrived at time 183
Package order number S036 with 7 units arrived at time 192
Package order number S037 with 20 units arrived at time 193
Package order number S038 with 5 units arrived at time 202
Package order number S039 with 5 units arrived at time 203
Package order number S040 with 7 units arrived at time 211
Package order number S041 with 20 units arrived at time 216
Package order number S042 with 6 units arrived at time 226
Package order number S043 with 18 units arrived at time 234
Package order number S044 with 14 units arrived at time 236
Package order number S045 with 12 units arrived at time 243
Package order number S046 with 3 units arrived at time 246
Package order number S047 with 16 units arrived at time 248
Package order number S048 with 18 units arrived at time 258
Package order number S049 with 19 units arrived at time 267
Package order number S050 with 19 units arrived at time 273
Package order number S051 with 9 units arrived at time 280
Package order number S052 with 13 units arrived at time 288
Package order number S053 with 18 units arrived at time 291
Package order number S054 with 7 units arrived at time 295
Package order number S055 with 14 units arrived at time 302
Package order number S056 with 14 units arrived at time 303
Package order number S057 with 13 units arrived at time 311
Package order number S058 with 16 units arrived at time 318
Package order number S059 with 2 units arrived at time 323
Package order number S060 with 1 units arrived at time 328
Package order number S061 with 6 units arrived at time 337
Package order number S062 with 4 units arrived at time 343
Package order number S063 with 7 units arrived at time 351
Package order number S064 with 15 units arrived at time 352
Package order number S065 with 3 units arrived at time 354
Package order number S066 with 11 units arrived at time 362
Package order number S067 with 2 units arrived at time 364
Package order number S068 with 14 units arrived at time 369
Package order number S069 with 11 units arrived at time 377
Package order number S070 with 17 units arrived at time 378
Package order number S071 with 8 units arrived at time 382
Package order number S072 with 14 units arrived at time 387
Package order number S073 with 12 units arrived at time 388
Package order number S074 with 17 units arrived at time 395
Package order number S075 with 16 units arrived at time 405
Package order number S076 with 8 units arrived at time 413
Package order number S077 with 19 units arrived at time 418
Package order number S078 with 18 units arrived at time 419
Package order number S079 with 11 units arrived at time 426
Package order number S080 with 4 units arrived at time 428
Package order number S081 with 2 units arrived at time 437
Package order number S082 with 19 units arrived at time 444
Package order number S083 with 4 units arrived at time 451
Package order number S084 with 14 units arrived at time 461
Package order number S085 with 14 units arrived at time 471
Package order number S086 with 4 units arrived at time 479
Package order number S087 with 8 units arrived at time 489
Package order number S088 with 14 units arrived at time 495
Package order number S089 with 4 units arrived at time 504
Package order number S090 with 17 units arrived at time 511
Package order number S091 with 15 units arrived at time 512
Package order number S092 with 5 units arrived at time 520
Package order number S093 with 12 units arrived at time 522
Package order number S094 with 13 units arrived at time 532
Package order number S095 with 9 units arrived at time 542
Package order number S096 with 1 units arrived at time 548
Package order number S097 with 4 units arrived at time 553
Package order number S098 with 1 units arrived at time 557
Package order number S099 with 16 units arrived at time 559
Package order number S100 with 18 units arrived at time 567
Package order number S101 with 12 units arrived at time 570
Package order number S102 with 6 units arrived at time 575
Package order number S103 with 1 units arrived at time 576
Package order number S104 with 13 units arrived at time 582
Package order number S105 with 8 units arrived at time 589
Package order number S106 with 18 units arrived at time 592
Package order number S107 with 15 units arrived at time 594
Package order number S108 with 6 units arrived at time 600
Package order number S109 with 11 units arrived at time 603
Package order number S110 with 1 units arrived at time 611
Package order number S111 with 20 units arrived at time 619
Package order number S112 with 6 units arrived at time 622
Package order number S113 with 20 units arrived at time 628
Package order number S114 with 14 units arrived at time 631
Package order number S115 with 2 units arrived at time 636
Package order number S116 with 17 units arrived at time 640
Package order number S117 with 13 units arrived at time 649
Package order number S118 with 16 units arrived at time 654
Package order number S119 with 3 units arrived at time 656
Package order number S120 with 10 units arrived at time 663
Package order number S121 with 3 units arrived at time 673
Package order number S122 with 18 units arrived at time 677
Package order number S123 with 16 units arrived at time 686
Package order number S124 with 5 units arrived at time 689
Package order number S125 with 13 units arrived at time 697
Package order number S126 with 5 units arrived at time 705
Package order number S127 with 13 units arrived at time 711
Package order number S128 with 14 units arrived at time 716
Package order number S129 with 7 units arrived at time 719
Package order number S130 with 15 units arrived at time 729
Package order number S131 with 4 units arrived at time 736
Package order number S132 with 5 units arrived at time 744
Package order number S133 with 10 units arrived at time 752
Package order number S134 with 12 units arrived at time 758
Package order number S135 with 6 units arrived at time 766
Package order number S136 with 12 units arrived at time 776
Package order number S137 with 3 units arrived at time 778
Package order number S138 with 13 units arrived at time 782
Package order number S139 with 6 units arrived at time 785
Package order number S140 with 6 units arrived at time 791
Package order number S141 with 12 units arrived at time 797
Package order number S142 with 14 units arrived at time 798
Package order number S143 with 5 units arrived at time 802
Package order number S144 with 20 units arrived at time 804
Package order number S145 with 3 units arrived at time 812
Package order number S146 with 14 units arrived at time 820
Package order number S147 with 16 units arrived at time 826
Package order number S148 with 19 units arrived at time 828
Package order number S149 with 17 units arrived at time 833
Package order number S150 with 14 units arrived at time 838
Package order number S151 with 18 units arrived at time 840
Package order number S152 with 10 units arrived at time 843
Package order number S153 with 18 units arrived at time 851
Package order number S154 with 10 units arrived at time 855
Package order number S155 with 1 units arrived at time 863
Package order number S156 with 14 units arrived at time 868
Package order number S157 with 16 units arrived at time 872
Package order number S158 with 8 units arrived at time 875
Package order number S159 with 11 units arrived at time 876
Package order number S160 with 16 units arrived at time 882
Package order number S161 with 4 units arrived at time 883
Package order number S162 with 14 units arrived at time 891
Package order number S163 with 17 units arrived at time 895
Package order number S164 with 16 units arrived at time 898
Package order number S165 with 5 units arrived at time 905
Package order number S166 with 17 units arrived at time 912
Package order number S167 with 20 units arrived at time 914
Package order number S168 with 10 units arrived at time 923
Package order number S169 with 4 units arrived at time 929
Package order number S170 with 20 units arrived at time 931
Package order number S171 with 4 units arrived at time 934
Package order number S172 with 1 units arrived at time 943
Package order number S173 with 20 units arrived at time 947
Package order number S174 with 2 units arrived at time 956
Package order number S175 with 3 units arrived at time 960
Package order number S176 with 17 units arrived at time 962
Package order number S177 with 9 units arrived at time 967
Package order number S178 with 17 units arrived at time 974
Package order number S179 with 18 units arrived at time 984
Package order number S180 with 6 units arrived at time 991
Package order number S181 with 8 units arrived at time 993
Package order number S182 with 14 units arrived at time 1003
Package order number S183 with 20 units arrived at time 1013
Package order number S184 with 7 units arrived at time 1014
Package order number S185 with 11 units arrived at time 1023
Package order number S186 with 15 units arrived at time 1024
Package order number S187 with 3 units arrived at time 1030
Package order number S188 with 9 units arrived at time 1032
Package order number S189 with 11 units arrived at time 1040
Package order number S190 with 14 units arrived at time 1048
Package order number S191 with 14 units arrived at time 1051
Package order number S192 with 16 units arrived at time 1054
Package order number S193 with 14 units arrived at time 1056
Package order number S194 with 14 units arrived at time 1060
Package order number S195 with 14 units arrived at time 1067
Package order number S196 with 3 units arrived at time 1072
Package order number S197 with 13 units arrived at time 1076
Package order number S198 with 16 units arrived at time 1086
Package order number S199 with 18 units arrived at time 1092
Package order number S200 with 1 units arrived at time 1096
Package order number S201 with 18 units arrived at time 1100
Package order number S202 with 10 units arrived at time 1103
Package order number S203 with 10 units arrived at time 1111
Package order number S204 with 15 units arrived at time 1121
Package order number S205 with 15 units arrived at time 1124
Package order number S206 with 18 units arrived at time 1129
Package order number S207 with 14 units arrived at time 1139
Package order number S208 with 1 units arrived at time 1144
Package order number S209 with 1 units arrived at time 1149
Package order number S210 with 8 units arrived at time 1158
Package order number S211 with 4 units arrived at time 1163
Package order number S212 with 8 units arrived at time 1166
Package order number S213 with 15 units arrived at time 1176
Package order number S214 with 7 units arrived at time 1180
Package order number S215 with 6 units arrived at time 1181
Package order number S216 with 2 units arrived at time 1190
Package order number S217 with 2 units arrived at time 1196
Package order number S218 with 14 units arrived at time 1206
Package order number S219 with 3 units arrived at time 1209
Package order number S220 with 5 units arrived at time 1218
Package order number S221 with 3 units arrived at time 1225
Package order number S222 with 6 units arrived at time 1228
Package order number S223 with 9 units arrived at time 1237
Package order number S224 with 9 units arrived at time 1245
Package order number S225 with 20 units arrived at time 1253
Package order number S226 with 1 units arrived at time 1254
Package order number S227 with 4 units arrived at time 1256
Package order number S228 with 13 units arrived at time 1261
Package order number S229 with 16 units arrived at time 1266
Package order number S230 with 20 units arrived at time 1275
Package order number S231 with 9 units arrived at time 1279
Package order number S232 with 5 units arrived at time 1280
Package order number S233 with 12 units arrived at time 1285
Package order number S234 with 19 units arrived at time 1293
Package order number S235 with 7 units arrived at time 1302
Package order number S236 with 16 units arrived at time 1307
